iter	Logloss
0	0.5227916799
1	0.3873445048
2	0.2921327678
3	0.2201884796
4	0.1715343991
5	0.1319474752
6	0.103806429
7	0.08124575507
8	0.06464796995
9	0.05177649722
10	0.04108447637
11	0.03367186732
12	0.02734716477
13	0.02326985094
14	0.01889710431
15	0.01599851426
16	0.01360608969
17	0.01137662881
18	0.009513551087
19	0.007956216459
20	0.006927240044
21	0.006218255853
22	0.005316172607
23	0.004592993075
24	0.004161644122
25	0.003754852818
26	0.003325398448
27	0.003004514729
28	0.002712588788
29	0.002404499093
30	0.002124526399
31	0.001911412722
32	0.001709730085
33	0.001538309407
34	0.001410184545
35	0.001293069201
36	0.001200553201
37	0.001106857832
38	0.001043551191
39	0.0009761090762
40	0.0009194123675
41	0.0008676667413
42	0.0008045597717
43	0.0007500627905
44	0.0007106079725
45	0.0006632930103
46	0.0006222915112
47	0.0005910699629
48	0.0005534411171
49	0.0005245491154
50	0.0004985479743
51	0.0004686097828
52	0.0004466641482
53	0.0004306083602
54	0.0004092168767
55	0.0003933458445
56	0.0003783405032
57	0.0003605750571
58	0.0003605536756
59	0.0003605536114
60	0.0003605421551
61	0.0003462809863
62	0.0003327844794
63	0.0003327844794
64	0.0003327844794
65	0.0003327834837
66	0.000317545133
67	0.0003041444803
68	0.0003041343517
69	0.0003041343517
70	0.0003041276814
71	0.0003041239768
72	0.0003041239768
73	0.000291082612
74	0.000291082612
75	0.0002794940175
76	0.0002794937713
77	0.0002794884928
78	0.0002794778717
79	0.0002794766511
80	0.0002794718438
81	0.0002794584603
82	0.0002794584603
83	0.0002794584603
84	0.0002794584603
85	0.0002794682356
86	0.0002680004939
87	0.0002679919499
88	0.0002679880205
89	0.0002679912432
90	0.0002679853759
91	0.0002679853759
92	0.0002679820033
93	0.0002679820033
94	0.0002679820033
95	0.0002679745621
96	0.0002679729454
97	0.0002679729454
98	0.0002679650973
99	0.0002679619067
100	0.0002679619067
101	0.0002679594655
102	0.0002679533412
103	0.0002679558038
104	0.0002679478701
105	0.0002679399899
106	0.0002679399899
107	0.0002679331804
108	0.0002679331804
109	0.0002679300754
110	0.0002679300754
111	0.0002679294544
112	0.0002679294544
113	0.0002679294544
114	0.0002679282553
115	0.0002679169275
116	0.0002679036832
117	0.0002679036832
118	0.0002679051393
119	0.0002678964882
120	0.000267908619
121	0.0002679012528
122	0.0002679022057
123	0.0002678942934
124	0.0002678942934
125	0.0002678854603
126	0.0002678908886
127	0.0002678908886
128	0.0002678846894
129	0.000267872323
130	0.000267872323
131	0.0002678728048
132	0.0002678650746
133	0.0002678653529
134	0.0002678419265
135	0.0002678456096
136	0.0002678479009
137	0.0002678479009
138	0.0002678449458
139	0.0002678376932
140	0.0002678227358
141	0.0002678227358
142	0.0002678346739
143	0.0002678221576
144	0.0002678221576
145	0.0002678221576
146	0.0002678221576
147	0.0002678221576
148	0.0002678221576
149	0.0002678221576
150	0.0002678199842
151	0.0002678172432
152	0.000267819663
153	0.000267819663
154	0.00026780962
155	0.0002678033887
156	0.0002678033887
157	0.0002678063758
158	0.0002678044165
159	0.0002677892557
160	0.0002677892557
161	0.0002677927461
162	0.0002677938917
163	0.0002677830672
164	0.0002677830672
165	0.0002677830672
166	0.0002677830779
167	0.0002677830779
168	0.0002677830779
169	0.0002677795554
170	0.0002677773176
171	0.0002677773176
172	0.0002677785489
173	0.0002677650263
174	0.0002677696516
175	0.0002569002084
176	0.0002568941591
177	0.0002568921569
178	0.0002568869856
179	0.0002568817178
180	0.0002568790625
181	0.0002568713001
182	0.0002568713001
183	0.0002568703579
184	0.0002568616533
185	0.0002568489551
186	0.0002568587304
187	0.0002568457752
188	0.0002568591693
189	0.0002568458822
190	0.0002568444261
191	0.0002568444261
192	0.0002568444261
193	0.0002568393725
194	0.0002568350898
195	0.0002568350898
196	0.0002568281411
197	0.0002568296573
198	0.0002568262419
199	0.0002568219377
200	0.0002568219377
201	0.0002568219377
202	0.0002568167342
203	0.0002568173659
204	0.0002568051923
205	0.0002568051923
206	0.0002568098712
207	0.0002568017876
208	0.0002568035756
209	0.0002567947532
210	0.000256790342
211	0.000256790342
212	0.0002567954063
213	0.0002567839715
214	0.0002567904705
215	0.0002567904705
216	0.0002567868088
217	0.0002567761662
218	0.0002567779757
219	0.0002567688535
220	0.0002567644168
221	0.0002567755625
222	0.0002567669436
223	0.0002567669436
224	0.0002567669436
225	0.0002567678322
226	0.0002567673183
227	0.0002567541061
